location,text,hashtags,tweetcreatedts
"San Francisco, CA",Facebook has removed a post from President Trump in which he falsely claimed that Covid-19 is less deadly than the seasonal flu https://t.co/JZ04jBFKcX,[],2020-10-11 19:23:06
"San Francisco, California","#MoscowMitch admits he blocked #PresidentObama’s Federal judge appointments in his last 2 year. McConnell’s court packing continues tomorrow with #AmyConeyBarrett even though at least 4 Senators have #coronavirus. Also, Barrett’s 2 kids have been exposed.
https://t.co/tl0WukEDes","[{'text': 'MoscowMitch', 'indices': [20, 32]}, {'text': 'PresidentObama', 'indices': [51, 66]}]",2020-10-11 19:23:06
Chicago and Beyond,".@realDonaldTrump says coronavirus is “disappearing” but former head of federal program to develop Covid-19 vaccine, Dr. Rick Bright, told @jaketapper: “This winter, we're going to have an explosion of cases of coronavirus...It's going to overwhelm our health care system again.” https://t.co/wzO1Qbuy1u",[],2020-10-11 19:23:02
"Chicago ✈️ Huntsville, AL","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:22:59
"Los Angeles, CA","While much of California shut down this spring, Robbie Hall made masks in a prison sewing factory in Chino, working 12-hour days for 60 cents/hour. 

Then COVID-19 broke out in the factory. From there, workers said the virus spread throughout the prison

https://t.co/xCtumZPz16",[],2020-10-11 19:22:58
"Chicago, IL","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:22:46
Chicago/Bay Area,"JOSEPH GRAHAM GRAMBLE JR., of Alabama, died of COVID-19 on September 25. 

A lawyer by trade, he had a passion for serving the homeless. He loved his favorite hobby: model trains, and was a member of the National Model Railroad Association.

https://t.co/ad5yVM1sVp",[],2020-10-11 19:22:44
Chicago/Bay Area,"PAUL CHARON, 62, of Saratoga Springs, New York, died of COVID-19 on

He was a traveling radiology technologist, conducting X-rays on patients across the region. He loved to hike and was a member of the Adirondack 46ers Mountain Club. 

https://t.co/xwndbmtEgG https://t.co/zMZ4F9Qy3z",[],2020-10-11 19:22:41
Chicago/Bay Area,"DAVID FERRANTI, 60, of Marlborough, Massachusetts, died of COVID-19 on May 2. 

He was a clinical equipment coordinator at St. Elizabeth's Medical Center.

""He loved working in his garden, taking walks, nature and spending time with his family.""

https://t.co/wU9ur9dMn7 https://t.co/bIl7MYpAXI",[],2020-10-11 19:22:37
boulder colorado & chicago,"After refusing to issue a daily report yesterday for first time, Florida reported 5,570 new COVID-19 cases today and 178 new deaths",[],2020-10-11 19:22:36
Miami - Madrid - Buenos Aires,"Donald Trump: ""Parece que soy inmune al Covid-19″ https://t.co/POYqM0OLHv",[],2020-10-11 19:22:36
Miami USA,#Coronavirus revealed: Computer images show cell that killed millions https://t.co/ee7nz0OUWI via @MailOnline,"[{'text': 'Coronavirus', 'indices': [0, 12]}]",2020-10-11 19:22:35
Western New York,Still no positive TRANSMISSION of Covid-19,[],2020-10-11 19:22:34
"New York, NY",@awesty73 @dkallootwit63 @NYGovCuomo Holy shit It has been proven that wearing a mask helps to stop the spread of covid 19. I have already explained to you how it works. get your head out of the sand and wear the god damn mask. So the rest of us can go back to living normal lives.,[],2020-10-11 19:22:29
BrooklyNYC-Miami,"@drboycewatkins1 Remdisavir
Hydochloraquine
Steroids (4 lungs)

Similar to ""Zelenko Protocol""
Dr. Zelenko of upstate NY who's been successfully treating covid-19 patients since early 2020.
It ain't special Republican vodou, it's just CNN, Bkfast Club, media dont inform masses on medical advances",[],2020-10-11 19:22:28
"Chicago, IL","Genetic scientists exposed @kimreynoldsIA Cover-Up of Covid 19 outbreaks in Iowa meat packaging plants that killed minority workers.

Why has @SenJoniErnst remained silent in the midst of a Pandemic that's killed 210k ?

Vote4Decency @GreenfieldIowa

https://t.co/KFy6LX58FG",[],2020-10-11 19:22:27
"New York, NY","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:22:26
San Francisco,"Donald Trump is not 'over' COVID-19, he's facing the most critical point in the disease right now https://t.co/E2NMTV5VyO",[],2020-10-11 19:22:26
"Chicago, IL","In Feb @joniernst knew the health risk of Covid-19, but concealed it - 206k Americans DIED.

They're in Court to takeaway Medical from 20M Americans while paying $340,000,000 in golf fees ?

Trump unchecked by Ernst &amp; McConnell.

Vote @GreenfieldIowa

https://t.co/f6HCB35b4X",[],2020-10-11 19:22:19
"KGO Radio San Francisco, CA","Every pandemic begins with a pathogen. 

The pathogen has a name.

Trump.
https://t.co/oWrkFbtPev",[],2020-10-11 19:22:15
"Los Angeles, CA","Yet another record set in France: 27,000 new cases confirmed in last 24 hours (as of Saturday night). And yet you'd hardly know it, walking around Paris.... 

https://t.co/1ULmdo45Bp",[],2020-10-11 19:22:15
New York,"@UFT https://t.co/edFu3eojaC
The NY Post reported that the number of Covid cases in school has gone up 67% in one week. As of Friday, a total of 305 people (207 staff &amp; 98 students) have it. NYC Mayor, aren't hospitalizations on the rise? Why's any school still open? It's time to act!",[],2020-10-11 19:22:14
"Los Angeles, CA","We are only measuring the severity of COVID-19 in deaths (of which there are still many!) and seem to care even less about exploding cases, but there will be a heavy price to pay for its longterm effects in the coming years. https://t.co/glsgdEoEPI",[],2020-10-11 19:21:57
New York City ,"Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:21:55
"New York, NY",Facebook has removed a post from President Trump in which he falsely claimed that Covid-19 is less deadly than the seasonal flu https://t.co/JZ04jBFKcX,[],2020-10-11 19:21:53
"Miami, FL",Dr. Conley STILL refuses to say whether Trump has tested negative for Covid-19. Pass it on.,[],2020-10-11 19:21:49
"Chicago, IL","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:21:38
New York,"I want the logical argument for masks during COVID-19 but no masks during flu season. Team Panic members, feel free to take the floor and respond.",[],2020-10-11 19:21:29
New York City ,"Yo! I am seriously serious please back tfo! 

#mood #pandemic #socialdistancing #covid19 #6feets #iwannalive #seriouslyserious #plandemic #mymood # https://t.co/EkO9C7S6MY","[{'text': 'mood', 'indices': [46, 51]}, {'text': 'pandemic', 'indices': [52, 61]}, {'text': 'socialdistancing', 'indices': [62, 79]}, {'text': 'covid19', 'indices': [80, 88]}, {'text': '6feets', 'indices': [89, 96]}, {'text': 'iwannalive', 'indices': [97, 108]}, {'text': 'seriouslyserious', 'indices': [109, 126]}, {'text': 'plandemic', 'indices': [127, 137]}, {'text': 'mymood', 'indices': [138, 145]}]",2020-10-11 19:21:22
"New York, USA","Millions of face masks are being thrown away during COVID-19. Here's how to choose the best one for the planet: The Conversation https://t.co/ZIYMd0bzWh #coronavirus

MORE w/ EcoSearch: https://t.co/PLnVSXROzc","[{'text': 'coronavirus', 'indices': [153, 165]}]",2020-10-11 19:21:21
New York NY,"cc @mikequindazzi @antgrasso @fisher85m
How deglobalization is hurting the world’s emerging economies https://t.co/qhaL5baGxK #coronavirus #trade
rt @wef https://t.co/JZWNJwc7u7",[],2020-10-11 19:21:06
Los Angeles,"Reader Cassius Kray is on it. ""This sounds very much to me like someone decided to be clever and write a VBA macro to collate the data. Or the NHS are still using Excel 2000..."" https://t.co/irbnhEJl4P",[],2020-10-11 19:21:02
"Los Angeles, CA","This investigative article by ⁦@kierafeldman⁩ in today’s ⁦⁦@latimes⁩ reveals shocking information about California &amp; its prisons. 

Not only is our entire system long overdue for an overhaul, we need a deep reckoning for what we have done.  https://t.co/84IaZkzR28",[],2020-10-11 19:20:58
New York,"@HildybJohnson @AndersEigen I don’t consider our government good at anything, their actions with  COVID-19 had been atrocious. If they were in the private sector, all of them would be fired for their incompetence.

I don’t think anybody should be ruled by incompetent people, I would like to opt out.",[],2020-10-11 19:20:53
"New York, NY","Many governments have cash infusions to individuals a centerpiece of their COVID-19 response. Could the pandemic change the politics of a basic income in the long term?
https://t.co/B6HvkG6NU7",[],2020-10-11 19:20:50
Chicago,"California prisons have taken drastic measures to combat the coronavirus, halting rehab treatment, religious services and educational classes. 

But authorities kept one type of operation running through much of the past six months: Prison factories.

https://t.co/ZsEceCi1Ox",[],2020-10-11 19:20:45
new york city,"Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:20:44
"New York, USA","COVID-19 in Wisconsin: 7 new deaths, 2,676 additional cases: KSTP https://t.co/en3bkQ3jLV

MORE w/ EcoSearch: https://t.co/9lgoi5kMIX",[],2020-10-11 19:20:43
"Los Angeles, CA",#Health #MentalHealth #WorldMentalHealthDay #SocialMedia #Trolls #Harassment --&gt; Meghan Markle Talks Social Media Harassment and Public Scrutiny | Teen Vogue https://t.co/31XQZaZ79V,"[{'text': 'Health', 'indices': [0, 7]}, {'text': 'MentalHealth', 'indices': [8, 21]}, {'text': 'WorldMentalHealthDay', 'indices': [22, 43]}, {'text': 'SocialMedia', 'indices': [44, 56]}, {'text': 'Trolls', 'indices': [57, 64]}, {'text': 'Harassment', 'indices': [65, 76]}]",2020-10-11 19:20:38
"New York, USA",@EricBoehlert He’s hoping to stay on until after the election in the hopes he might actually be able to do something about COVID-19.,[],2020-10-11 19:20:35
Los Angeles,"Props to the Trump kids for staying 6 feet away from each other. Social distancing WIN! 

#CoronaUpdate 
#SocialDistancing 
#COVID19 
#Covid_19 https://t.co/ZDjGW6hoCL","[{'text': 'CoronaUpdate', 'indices': [109, 122]}]",2020-10-11 19:20:35
"Chicago, Illinois","@realDonaldTrump This is awesome news. CURED and IMMUNE to COVID-19. THIS IS FANTASTIC! Science has not proven yet but the PRESIDENT HAS!

https://t.co/13BAHXg68c",[],2020-10-11 19:20:19
"San Francisco, CA",".@realDonaldTrump says coronavirus is “disappearing” but former head of federal program to develop Covid-19 vaccine, Dr. Rick Bright, told @jaketapper: “This winter, we're going to have an explosion of cases of coronavirus...It's going to overwhelm our health care system again.” https://t.co/wzO1Qbuy1u",[],2020-10-11 19:20:18
"Long Island, New York ",Full schedule changes from the NFL including moves for eight teams in light of the COVID-19 change of #Patriots-#Broncos: https://t.co/op5JV0RdlM,"[{'text': 'Patriots', 'indices': [120, 129]}, {'text': 'Broncos', 'indices': [130, 138]}]",2020-10-11 19:20:17
"Boston, Ma & New York, NY",@insidethebadge @realDonaldTrump @Twitter @POTUS Is unbelievable the DISCRIMINATION AGAINST THE #Victims OF THE #ChinaVirus WHILE FAILING TO HOLD THE TRUE CULPRITS ACCOUNTABLE using the #coronavirus as a #Bioweapon #Biotechnology PLEASE TAKE NOTE IN HOW THE #Democrats ARE DISCRIMINATING AGAINST #COVID19 SURVIVORS🇺🇸📜⚖️🏛👈🦠🗳 https://t.co/6tWxnxN1vn,"[{'text': 'Victims', 'indices': [96, 104]}, {'text': 'ChinaVirus', 'indices': [112, 123]}, {'text': 'coronavirus', 'indices': [186, 198]}, {'text': 'Bioweapon', 'indices': [204, 214]}, {'text': 'Biotechnology', 'indices': [215, 229]}, {'text': 'Democrats', 'indices': [258, 268]}, {'text': 'COVID19', 'indices': [296, 304]}]",2020-10-11 19:20:11
New York,"@ryanfisher122 @IncentivesMatt1 @mbkiefer @VoteBluePA @JoeBiden Here's the exchange. I'm not assuming an affirmative. POTUS is the one making this an issue &amp; his people are spreading it like COVID-19. If you're a POTUS supporter, does what Biden would hypothetically do really matter? https://t.co/DYYSdUqzBI",[],2020-10-11 19:20:04
"Chicago, IL","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:20:04
"Upstate, New York (USA)","Covid-19 virus 'survives on some surfaces for 28 days'
https://t.co/3BepNOQhLD",[],2020-10-11 19:19:54
Chicago,"Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:19:53
"Los Angeles, CA","The highly effective COVID-19 response in New Zealand is also credited with reducing influenza infections by 99.8% during their winter and preventing ~1500 flu-related deaths.

https://t.co/J63AcDuuXj",[],2020-10-11 19:19:44
"Miami, FL","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-11 19:19:39
"San Francisco, CA","#Breaking - Kentucky Governor Andy Beshear released a statement Sunday saying he and his family are in quarantine after they were potentially exposed to a person who tested positive for COVID-19.

Read more: https://t.co/RN3ojwzULC

#Kentucky #Beshear https://t.co/3U5NFNcBee","[{'text': 'Breaking', 'indices': [0, 9]}, {'text': 'Kentucky', 'indices': [233, 242]}, {'text': 'Beshear', 'indices': [243, 251]}]",2020-10-11 19:19:38
"Los Angeles, CA",WHO warns against COVID-19 lockdowns due to economic damage https://t.co/0HsvvtlmXd https://t.co/JkMWHsHpwR,[],2020-10-11 19:19:35
"New York City, FL",New @nypost: Two Jets games rescheduled amid NFL’s COVID-19 scramble https://t.co/91B8GjuJB1 #MiamiDolphins https://t.co/9Pg0TvfFYE,"[{'text': 'MiamiDolphins', 'indices': [93, 107]}]",2020-10-11 19:19:32
"New York, USA","@jeremy_hume @NathanHamelberg And just to be clear, covid-19 doesn’t have a 99.5 recovery rate. The infection fatality rate is somewhere 0.6-1%. And then we have longcovid, some estimates say 10% get long-term illness. I'm one of those. I fell ill in March and still haven't recovered and don't know if I will.",[],2020-10-11 19:19:30
"Chicago, IL","Initially misinforming the public to superficially protect the markets, the first U.S. COVID-19 death happened in February. Soon after, the president would become a far more prolific Derek Chauvin. Willful disregard of life. Murder. We know it in our hearts.",[],2020-10-11 19:19:26
New York/Moscow/Washington DC,"""The memo did not address whether Trump has tested negative for the virus."" If they had a negative test, we'd be hearing about it. Constantly. https://t.co/3EqGO1AzpY via @usatoday",[],2020-10-11 19:19:24
"Chicago, IL","This is so disturbing.  #plastic is made from oil, and is polluting the air and water we rely on.  In short, it harms our #health.  Are you mad that that we were scammed into believing plastic is recyclable when it’s not? #pollution https://t.co/zWRXi3zs71","[{'text': 'plastic', 'indices': [24, 32]}, {'text': 'health', 'indices': [122, 129]}, {'text': 'pollution', 'indices': [222, 232]}]",2020-10-11 19:19:15
Chicago,Why are they muzzling the top experts in the world as the US again hits COVID-19 records. https://t.co/gjyrZdyATW,[],2020-10-11 19:41:34
Chicago,If Lindsey Graham refuses to take a COVID-19 test or debate @harrisonjaime he cannot chair hearings for Amy Coney Barrett SCOTUS nomination,[],2020-10-11 19:41:23
"Chicago, IL","When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:41:19
"Long Island, New York","Take Negative COVID-19 Tests Seriously, But Not Literally https://t.co/67BDzQt9Su",[],2020-10-11 19:41:17
"New York, NY",Crystallographic and electrophilic fragment screening of the SARS-CoV-2 main protease - https://t.co/q3Su10Pj1E #Covid #medicine #healthcare #publichealth #coronavirus #nCOVID19 #COVID19 #science #pharmacology #biotech #pharma #research,"[{'text': 'Covid', 'indices': [129, 135]}]",2020-10-11 19:41:14
"Albany, New York",#Twitter slaps a warning on @realDonaldTrump #coronavirus tweet. https://t.co/TmrZ8LPKr8 https://t.co/XhhDcLeqsu,"[{'text': 'Twitter', 'indices': [11, 19]}, {'text': 'coronavirus', 'indices': [56, 68]}]",2020-10-11 19:41:10
"Chicago, IL",Facebook has removed a post from President Trump in which he falsely claimed that Covid-19 is less deadly than the seasonal flu https://t.co/JZ04jBFKcX,[],2020-10-11 19:41:09
"Chicago, IL","When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:41:09
"Los Angeles, CA",BREAKING: the grape they did surgery on has officially tested positive for COVID-19 https://t.co/76JO6NrXwM,[],2020-10-11 19:41:09
"New York, NY","When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:41:07
San Francisco/Singapore,"California prisons have taken drastic measures to combat the coronavirus, halting rehab treatment, religious services and educational classes. 

But authorities kept one type of operation running through much of the past six months: Prison factories.

https://t.co/ZsEceCi1Ox",[],2020-10-11 19:41:07
"Los Angeles, CA",@AmyMcGrathKY Mitch has abandoned all of America for his own selfish quest to pack our courts https://t.co/ftSUrf1qSr,[],2020-10-11 19:41:05
"Chicago, IL","When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:41:00
"New York, USA",Two Jets games rescheduled amid NFL’s COVID-19 scramble https://t.co/icaCsqfDnn @NYPost @manianca,[],2020-10-11 19:40:58
New York ,"When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:40:53
"Los Angeles, CA","tested negative for covid-19, but tested positive for having the fattest ass in dodger stadium.",[],2020-10-11 19:40:52
"New York, NY",Have to imagine Mark Zuckerberg himself has been called and is talking to his execs about what to do about Trump’s latest Covid-19 post.,[],2020-10-11 19:40:51
"Los Angeles, CA","When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",[],2020-10-11 19:40:44
"New York, USA",COVID-19 IFR and flu IFR is largely the same. Similar level of contagiousness. Same transmission means. Masks forever?,[],2020-10-11 19:40:44
New York,"Gov. Cuomo cited Hebrew quotes to urge Orthodox Jewish New Yorkers living in COVID-19 hot spots to refrain from large gatherings.
https://t.co/CEo0Czw63X",[],2020-10-11 19:40:41
"Chicago, Illinois, USA","I wake up congested some mornings, and I think, ""Uh oh, what if this is the beginning of COVID-19?"" Then, I remember that I have really bad allergies, and I haven't been to the White House.",[],2020-10-11 19:40:41
"New York, USA","I want the logical argument for masks during COVID-19 but no masks during flu season. Team Panic members, feel free to take the floor and respond.",[],2020-10-11 19:40:39
"Los Angeles, CA","Press, don’t play false equalizer. Don’t treat the question of court unpacking, as I like to call it, the same as veiled threats about election intimidation and post-result violence, dangerous misinformation about Covid-19, and Trump’s tax crimes. Don’t Hillary this crap again.",[],2020-10-11 19:40:34
Chicago USA,"Trump says he defeated ‘China virus’, claims he is now ‘immune’ to COVID-19: hi INDiA Washington [US], October 12 (ANI): US President Donald Trump on Sunday (local time) said that he has defeated the “China virus”, and claimed… https://t.co/2IdotwNEvq | https://t.co/Vhb7EKELqw https://t.co/Eu2fiS6iCX",[],2020-10-11 19:40:33
New York City,"@Calvin_United @lookingood1962 If 6% of #COVID19 deaths are the accurate figure as the CDC stated, that brings the COVID-19 deaths in Illinois to under 600. Total.  They avg 2,500 flu deaths per year.","[{'text': 'COVID19', 'indices': [40, 48]}]",2020-10-11 19:40:29
