location,text,hashtags,tweetcreatedts
"New York, NY",The Real Reasons You Can’t Focus On Your Work @Forbes #focus #attention #mentalhealth #health #wellness #psychology #advice #article #forbes : https://t.co/eeZqp1r6uz https://t.co/uZJtpSbEWD,"[{'text': 'focus', 'indices': [54, 60]}, {'text': 'attention', 'indices': [61, 71]}, {'text': 'mentalhealth', 'indices': [72, 85]}, {'text': 'health', 'indices': [86, 93]}, {'text': 'wellness', 'indices': [94, 103]}, {'text': 'psychology', 'indices': [104, 115]}, {'text': 'advice', 'indices': [116, 123]}, {'text': 'article', 'indices': [124, 132]}, {'text': 'forbes', 'indices': [133, 140]}]",2020-10-14 23:00:30
"New York, USA","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 23:00:29
New York,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 23:00:28
"San Francisco, CA",NEW Correspondence—80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 https://t.co/2gTtklAkwx https://t.co/q4YNZFJM22,"[{'text': 'herdimmunity', 'indices': [72, 85]}, {'text': 'COVID19', 'indices': [107, 115]}]",2020-10-14 23:00:26
New York City ,"NEW: President Trump has been saying his immunity makes him feel like Superman. But the treatments he got may have prevented his body from making antibodies of his own, leaving him more susceptible in a few weeks than the average Covid-19 survivor. 1/x

https://t.co/ByuNvRB4Jt",[],2020-10-14 23:00:20
New York City,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential leadership in our nation’s history.",[],2020-10-14 23:00:20
"New York, NY","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 23:00:19
"Los Angeles, CA",BYU-Idaho Students Accused of Contracting COVID-19 to Sell Plasma https://t.co/zc6zuCziT2,[],2020-10-14 23:00:18
"New York, NY",Showtime shelves 'The President Is Missing' series due to COVID-19 https://t.co/yVei0BFkO9 https://t.co/xCMp6JhRhd,[],2020-10-14 23:00:18
"New York, NY","NEW: Biden digital ad targets sports fans, showing footage of empty stadiums due to the COVID-19 pandemic

The campaign has taken over the YouTube masthead nationwide w/ a 30-second version, as well as CBS Sports

Targeted versions running in AZ, PA, MI, and WI https://t.co/uJQFcHL9uR",[],2020-10-14 23:00:13
New York/Moscow/Washington DC,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 23:00:13
"New York, U.S.A.",#HerdImmunity is a lazy strategy to fight COVID https://t.co/emuVk5b9YC,"[{'text': 'HerdImmunity', 'indices': [20, 33]}]",2020-10-14 23:00:13
"Chicago, IL",Funny you should mention that: this is exactly what we should have done to minimize infections and deaths from COVID-19. https://t.co/wl0vJUdIQ1,[],2020-10-14 23:00:09
Chicagoland,Covid in Winter: Experts say Covid-19 cases will likely increase in the winter months. CNN Medical Analyst @DrLeanaWen explains why and how you can prepare and stay safe (video): https://t.co/UTBIFcgDtr,[],2020-10-14 23:00:08
"New York, USA","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 23:00:05
New York; NY,It's critical for the maritime industry to consider #health impacts in its response to #COVID19 — especially the physical and mental #wellbeing of seafarers. Marcus Baker of Marsh shares more via BRINK News. #mentalhealth https://t.co/AEP71yQjjg,"[{'text': 'health', 'indices': [52, 59]}, {'text': 'COVID19', 'indices': [87, 95]}, {'text': 'wellbeing', 'indices': [133, 143]}, {'text': 'mentalhealth', 'indices': [208, 221]}]",2020-10-14 23:00:02
"New York, NY",Med students across the country were compelled to help during what has become the world's largest health crisis in a century. https://t.co/rypqO2FqQd,[],2020-10-14 23:00:01
"Los Angeles, CA",Be part of the solution. Sign up at https://t.co/nWgBCFQtuK to join the ongoing #COVID19 #vaccine study now. https://t.co/8s0Ojk7cWx,"[{'text': 'COVID19', 'indices': [80, 88]}, {'text': 'vaccine', 'indices': [89, 97]}]",2020-10-14 23:00:01
"Los Angeles, CA","Following this year's @rolandgarros, two @atptour players have tested positive for covid-19.

@fabiofogna withdraws from Sardinia days after @SamQuerrey pulls out of St. Petersburg.

#coronavirus #COVID19 

https://t.co/n58qcZq00g","[{'text': 'coronavirus', 'indices': [183, 195]}, {'text': 'COVID19', 'indices': [196, 204]}]",2020-10-14 23:00:01
"New York, USA","Ice cube deals with the devil will ultimately get burned! Trump making noise for black votes to save his ass from felony indictments gift-wrapped &amp; coming his way! Dancing at rallies as his negligent COVID-19 genocide &gt;220K. Black/Brown/Indigenous victims of DJT, lying POS PHUK! https://t.co/RUUY6BwKcg",[],2020-10-14 22:59:58
"Los Angeles, California USA","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:59:55
"San Francisco, Ca",Rudy Giuliani Tests Positive For Slew Of Obscure Bat Diseases Unrelated To Covid-19 https://t.co/OoCt3Dc6e4 https://t.co/uL6dGsxJ1S,[],2020-10-14 22:59:52
"chicago, USA","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:52
New York City,"A Wisconsin judge has temporarily blocked an emergency order by Gov. Tony Evers' administration to limit the capacity of bars, restaurants and other indoor public spaces.

The state saw record numbers of both coronavirus infections and deaths on Tuesday.
https://t.co/W0kuz1tHEi",[],2020-10-14 22:59:45
"Chicago, IL","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:41
"Washington County, New York ",Trump was too weak and ineffective to control the COVID-19 outbreak and now college football games are being canceled throughout the country. But more appalling is the staggering loss of life caused due to Trump's failed leadership. Trump killed stadiums worth of Americans. https://t.co/AWW8L4HL6x,[],2020-10-14 22:59:39
"Queens, New York",New England Patriots' Cam Newton to rejoin team Thursday after COVID-19 - via @ESPN App.  #NFL.  #Pats. #Patriots.   https://t.co/tpO3aVwVr0,"[{'text': 'NFL', 'indices': [90, 94]}, {'text': 'Pats', 'indices': [97, 102]}, {'text': 'Patriots', 'indices': [104, 113]}]",2020-10-14 22:59:32
Los Angeles • Earth,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:22
Chicagoland,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:22
"Chicago, IL",NEW Correspondence—80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 https://t.co/2gTtklAkwx https://t.co/q4YNZFJM22,"[{'text': 'herdimmunity', 'indices': [72, 85]}, {'text': 'COVID19', 'indices': [107, 115]}]",2020-10-14 22:59:20
"New York, NY","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:19
"Chicago, IL","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:59:18
"Chicago, IL & Phoenix, AZ",@RepMattGaetz @realDonaldTrump Americans will defeat COVID-19 then @realDonaldTrump then we’re coming for you @RepMattGaetz,[],2020-10-14 22:59:16
"Washington, DC via Miami","NEW: President Trump has been saying his immunity makes him feel like Superman. But the treatments he got may have prevented his body from making antibodies of his own, leaving him more susceptible in a few weeks than the average Covid-19 survivor. 1/x

https://t.co/ByuNvRB4Jt",[],2020-10-14 22:59:14
"New York, NY","""I think some folks need a wake up call..."" 

@NYCMayor Bill de Blasio speaks on wearing masks in NYC &amp; the belief of herd immunity being a viable option. 

Watch the full conversation w/ #EbrointheMorning: https://t.co/Ez0cjgh4Zf https://t.co/P2fSQrXiKD",[],2020-10-14 22:59:11
"New York, USA","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:09
New York City / Worldwide,"Health care experts urge Americans to get vaccinated against influenza during the 2020-2021 flu season, to prevent overlapping epidemics of the flu and COVID-19, which could overwhelm hospitals and increase people's risk of death. https://t.co/ZLgt551ZzK",[],2020-10-14 22:59:09
"San Francisco, California, USA","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:59:04
"Los Angeles, CA","Nick Saban has tested positive for COVID-19. 

No. 2 Alabama plays No. 3 Georgia Saturday night. https://t.co/E8YzZpYRvl",[],2020-10-14 22:59:01
"New York, NY","I just finished this overview of the spread of COVID-19 across the US this year for @covidoutlook.

The government missed so many opportunities to limit the impact of this virus. https://t.co/W02J7mYLni",[],2020-10-14 22:58:59
"Los Angeles, CA","Seemed too good to be true that Terrific Production was hiring during the pandemic, but the comics publisher would keep half of their pay until 90% of Americans were vaccinated against covid-19 https://t.co/urROMnynJw https://t.co/JifxDgLrhu",[],2020-10-14 22:58:55
"Los Angeles, CA",NEW Correspondence—80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 https://t.co/2gTtklAkwx https://t.co/q4YNZFJM22,"[{'text': 'herdimmunity', 'indices': [72, 85]}, {'text': 'COVID19', 'indices': [107, 115]}]",2020-10-14 22:58:54
"Los Angeles, CA","Promoting the concept of “herd immunity” as an answer to COVID-19 is inappropriate, irresponsible &amp; ill-informed. 

We strongly denounce the “declaration"" that states this crisis can be controlled in the absence of critical public health measures. https://t.co/JfV2DRVgDW https://t.co/u7oFW2Wt9C",[],2020-10-14 22:58:49
Cuernavaca City New York,"Happy #PrimeDay! Jeff Bezos could give every Amazon employee $105,000 and still be as rich as he was before the pandemic.

Instead he's denying hazard pay and paid sick leave to his employees — and has already subjected more than 19,000 warehouse workers to COVID-19.","[{'text': 'PrimeDay', 'indices': [19, 28]}]",2020-10-14 22:58:48
New York City,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:58:44
"New York, NY",A Fil-Am whose frontliner aunts died due to COVID-19 is speaking up after hearing Pres Trump’s comments on his speedy recovery and his continued downplaying of the disease. She says while Trump tells people not to be scared of the virus families continue to grieve for their loss https://t.co/sbAjLlT7yB,[],2020-10-14 22:58:44
New York City,"WOW, the world hit another all time record number of daily #COVID19 #coronavirus  infections!  367,000+ cases!

The following countries hit an all time record today:

#France #UK #Argentina  #Russia #Belgium #Italy #Netherlands #Poland #Germany  #CzechRepublic #Colombia 
#US: 56k https://t.co/tk2LmjpUCZ","[{'text': 'COVID19', 'indices': [59, 67]}, {'text': 'coronavirus', 'indices': [68, 80]}, {'text': 'France', 'indices': [167, 174]}, {'text': 'UK', 'indices': [175, 178]}, {'text': 'Argentina', 'indices': [179, 189]}, {'text': 'Russia', 'indices': [191, 198]}, {'text': 'Belgium', 'indices': [199, 207]}, {'text': 'Italy', 'indices': [208, 214]}, {'text': 'Netherlands', 'indices': [215, 227]}, {'text': 'Poland', 'indices': [228, 235]}, {'text': 'Germany', 'indices': [236, 244]}, {'text': 'CzechRepublic', 'indices': [246, 260]}, {'text': 'Colombia', 'indices': [261, 270]}, {'text': 'US', 'indices': [272, 275]}]",2020-10-14 22:58:43
chicago suburb,"When you protect the people and places that are important to you from COVID-19, you help protect everyone in Wisconsin. https://t.co/r5Q7UwGJQ8",[],2020-10-14 22:58:43
San Francisco,"Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:58:38
"New York, USA","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:58:37
"New York, USA",Immune System’s Response to COVID-19 Was Just Revealed by Scientists Who Discovered SARS https://t.co/bgbxL75H3z https://t.co/rOB0Cs87GP,[],2020-10-14 22:58:33
Chicago,"Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:58:31
"Chicago,Illinois","Post COVID -19 
One person suspected to have COVID-19  https://t.co/GvJLrWoXpZ",[],2020-10-14 22:58:31
SouthSide Chicago ,#HerdImmunity is a lazy strategy to fight COVID https://t.co/emuVk5b9YC,"[{'text': 'HerdImmunity', 'indices': [20, 33]}]",2020-10-14 22:58:29
"Los Angeles, CA",SEC football just got real: Nick Saban and Alabama AD Greg Byrne have tested positive for COVID-19. https://t.co/j5haoMYHtM,[],2020-10-14 22:58:29
New York City,"Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:58:27
Miami/Peru,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 22:58:26
Miami,BREAKING: Alabama Football coach Nick Saban and Crimson Tide AD Greg Byrne test positive for COVID-19 https://t.co/zvP9MpZnfG https://t.co/rqotPmJlUZ,[],2020-10-14 22:58:20
"Chicago, IL","Nick Saban, AD Byrne have tested positive for COVID-19 https://t.co/2moTMy0QBd",[],2020-10-14 22:58:18
New York City,"Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:58:18
"Los Angeles, CA","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 22:58:17
"Hollywood, Los Angeles",Just found out the Melenia's son Barron was suffering terribly from Covid-19 last week! Sad. Too bad he's NOTHING like ME!! Because I'm a Macho Man! A Macho Macho Man!! I gotta be - a Macho Man!! Even the #ProudBoys LOVE that I'm so Macho!,[],2020-10-14 22:58:16
"Chicago, IL",@FuturesTrader71 Watch the whole Covid 19 fizzle our mysteriously after the election,[],2020-10-14 22:58:10
"🍷🍇Country,New York State",Don’t miss part one of our two-part series where ER physicians share their experiences fighting Covid-19 on the ground with @RonSteslow.  https://t.co/hHIKNGvZQc,[],2020-10-14 22:58:10
"Miami, Florida",@DrJasonJohnson #HerdImmunity will do nothing except get more people sick  and more death.,"[{'text': 'HerdImmunity', 'indices': [16, 29]}]",2020-10-14 22:58:07
"San Francisco, CA",I believe Trump is lying going to the hospital saying he had covid-19. him and the Senate I don't believe what they're doing don't they know that they're sitting the wrong example for our youth around the world and the people as well? https://t.co/JjISvvdMOA,[],2020-10-14 22:58:04
"Gowanda, New York","Join @ncaaec for a college-bound student-athletes webinar Saturday, Nov. 7, 2020, at 2pm to learn about initial-eligibility requirements &amp; how COVID-19 impacts those requirements. 

#PantherPride @gowandasports @gowandabaseball @TheObserverNY @ScottKindberg @Jen87235980 https://t.co/Ft8BXeXf0Z",[],2020-10-14 23:19:16
San Francisco bay area,"@Steph56Renee I don't even believe Trump had covid 19. My wife never believed it and she has brought me around to also believing it was fake news. The doctors, the staff, the wife, all fake.",[],2020-10-14 23:19:15
San Francisco,An important observation and also life wfh during Covid-19 https://t.co/BXk29Q3SZ3,[],2020-10-14 23:19:12
"New York, NY","This will be a decisive week to stopping a second wave of COVID-19 in its tracks. We’re not out of the woods yet. Keep doing what works: wear a mask, practice social distancing and avoid large gatherings whenever possible. We can beat this back, but we need to work together.",[],2020-10-14 23:19:08
"Chicago, IL","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 23:19:07
"New York, USA","Biggest carbon dioxide drop: Real-time data show COVID-19's massive impact on global emissions: ScienceDaily https://t.co/ChyWsUQiGg #ClimateChange

MORE w/ EcoSearch: https://t.co/ioKLKfqsyR","[{'text': 'ClimateChange', 'indices': [133, 147]}]",2020-10-14 23:19:06
"New York, USA","After Trump, Melania and their son Barron tested positive for COVID-19, members of Trump's pandemic task force are now distancing themselves from the president’s viewpoints, and standing behind the policies they’d like to see put in place https://t.co/CrZyxqmE5X",[],2020-10-14 23:19:05
New York City,Melania Trump Details Scary COVID-19 Experience After Son Also Tested Positive https://t.co/1DRgYLBMxk https://t.co/ELVBskDrnY,[],2020-10-14 23:19:02
"Los Angeles, CA","Friends, as I’ve warned since JANUARY, the 2nd wave of #coronavirus infections is now coming.

PLEASE avoid gatherings with others, even through the holidays. I know that it’s hard, but lives depend on us remaining vigilant.🙏🏼

#WearAMask #COVID19 #SecondWave https://t.co/ZRqTSZ2W1b","[{'text': 'coronavirus', 'indices': [74, 86]}]",2020-10-14 23:19:01
"New York, NY","Alabama HC Nick Saban tested positive for COVID-19, per the school.",[],2020-10-14 23:18:56
"San Francisco, CA","""During this pandemic, people in the US are dying at rates unparalleled elsewhere in the world, according to a new report in JAMA. Per capita deaths in USA from COVID-19 (+ other causes) are far greater than in 18 other high-income countries.""

https://t.co/UQMblwTOI2",[],2020-10-14 23:18:56
"New York, New York","A Sharp rebuke by Central Rabbinical Congress a major Orthodox Jewish (mostly Satmar affiliated) Org on the demonstrations in Boro Park against covid-19 restrictions. A call to adhere to governmental authorities even if they seem unfair, and follow Medical advice.  This is Major! https://t.co/dQb15of3J9",[],2020-10-14 23:18:55
"Chicago, IL","If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",[],2020-10-14 23:18:51
"Los Angeles, CA","Alabama football coach Nick Saban, athletic director Greg Byrne test positive for COVID-19 https://t.co/05CrSZv7Wd",[],2020-10-14 23:18:45
New York,"@NYGovCuomo is a LIAR!  I watched every news conference where he was BEGGING for relief! #CuomoKilledSeniors #IndictCuomo #CuomoPrimeTime #Cuomo4Cuomo2024 #NYPD #FDNY 

""York hospitals 'were never overwhelmed' at peak of COVID-19"" A.Cuomo https://t.co/2kYXnew50D via @nypmetro","[{'text': 'CuomoKilledSeniors', 'indices': [89, 108]}, {'text': 'IndictCuomo', 'indices': [109, 121]}, {'text': 'CuomoPrimeTime', 'indices': [122, 137]}, {'text': 'Cuomo4Cuomo2024', 'indices': [138, 154]}, {'text': 'NYPD', 'indices': [155, 160]}, {'text': 'FDNY', 'indices': [161, 166]}]",2020-10-14 23:18:38
New York State,"“We know that it certainly is in fact possible to be reinfected with this virus, and for the second infection to be as severe, or more severe, than the first one,” one researcher said. It still isn’t clear how common such reinfections are. https://t.co/FFDHvfsFVo",[],2020-10-14 23:18:37
"San Francisco, CA","Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? 

Apparently that’s up for debate.",[],2020-10-14 23:18:36
Botswana--Ohio--Chicago,"""CDC director says small gatherings are becoming a source of COVID-19 infection spread""  https://t.co/uNdWa56Lqr",[],2020-10-14 23:18:36
"New York, NY",Videos that claim a COVID-19 vaccine will 'kill people or cause infertility' or result in vaccine-takers getting microchipped will all get removed.​ https://t.co/VFLghW3mH7,[],2020-10-14 23:18:34
"New York, NY","As of October 8, restrictions are now in place for businesses and schools in designated #COVID19 zones for a minimum of 14 days. Each type of zone (Red, Orange or Yellow) has different restrictions. Find out if you are in a COVID-19 zone: https://t.co/QuPOVZpmyQ https://t.co/IQk4RtenvO","[{'text': 'COVID19', 'indices': [104, 112]}]",2020-10-14 23:18:34
"Chicago, IL","I get it that we are tired of the restrictions, but if we don't do the hard yards, we will never be free of #covid19 Just look at #NewZealand #WearAMask #SocialDistancing #publichealth #DataScience","[{'text': 'covid19', 'indices': [108, 116]}, {'text': 'NewZealand', 'indices': [130, 141]}, {'text': 'WearAMask', 'indices': [142, 152]}, {'text': 'SocialDistancing', 'indices': [153, 170]}, {'text': 'publichealth', 'indices': [171, 184]}, {'text': 'DataScience', 'indices': [185, 197]}]",2020-10-14 23:18:33
"Chicago, IL",The Covid-19 pandemic has had a profound impact on how we interact and communicate with customers – and the sudden move to online ordering is only part of the story. https://t.co/XKSK2xuu8h via @SAP_CX with @deniseleeyohn @ScottWLuton @jeanniecw #SAPCXLive,"[{'text': 'SAPCXLive', 'indices': [246, 256]}]",2020-10-14 23:18:31
"New York, USA","@icecube Meaning the Trump campaign told you what you wanted to hear and is now using YOUR NAME to promote Trump’s re-election. 

The only thing Trump will do for black Americans is continue to let us be killed by COVID-19. 

You just whored yourself out to Massah.",[],2020-10-14 23:18:26
