location,text,hashtags,tweetcreatedts
New York City,#NEW @JustinTrudeau: Canada-US border will stay closed until America gets COVID-19 under control https://t.co/cL2zWPKcVU via @usatoday,"[{'text': 'NEW', 'indices': [16, 20]}]",2020-10-17 19:49:31
"San Francisco, CA","Exclusive: Nearly Half of U.S. Nursing Homes Have Staff Infected With COVID-19
https://t.co/JDMmw0XLVo
Horrible. More than 6 months after #pandemic of #COVID19 in #US began, #nursing #homes still struggling. #Trump and #governors are responsible for lack of #PPE in #USA. Shame!",[],2020-10-17 19:49:21
Greater New York City Area,"New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-17 19:49:14
"Los Angeles, California",Trump Advisers Privately Warned GOP Donors About Covid-19 in February While Telling Public Virus Was ‘Very Much Under Control’ https://t.co/wcy6mmR7aE via @dailysoundnfury,[],2020-10-17 19:49:02
"Humboldt Park, Chicago","We are calling on the community of world leaders to to intervene in the United States to restore democracy. The current regime has to go! 

https://t.co/ilsYARW4NO",[],2020-10-17 19:49:01
"Los Angeles, CA","I been sober for just under 2 years, my hands have been struggling with alcoholism for about 8 months now. Thanks COVID-19.... #COVID19","[{'text': 'COVID19', 'indices': [127, 135]}]",2020-10-17 19:48:57
"Miami, FL",@CarlosGimenezFL Good luck!! I haven't enjoyed how you've grown public transportation but approve your handling of COVID-19.,[],2020-10-17 19:48:41
"New York, USA",The Hill POV “A major risk in COVID-19 response is normalizing the ongoing death toll. Hundreds of thousands of deaths annually can’t become an #AcceptedCost of doing business. That was the #1stMistake enabling our anemic response to the tobacco epidemic.” https://t.co/gKg2BL37Xr,"[{'text': 'AcceptedCost', 'indices': [144, 157]}, {'text': '1stMistake', 'indices': [190, 201]}]",2020-10-17 19:48:34
"New York, NY","Monday 11/19 w/ @cresourcehub: We’ll be diving into our work tracking pandemic policing in the US — inc. key findings, trends in enforcement, the broader landscape of COVID-19 criminalization &amp; an abolitionist response to this public health crisis. https://t.co/vYli66LL2p.",[],2020-10-17 19:48:27
"Los Angeles, CA","I am pleased to share the published version: Dali L. Yang, ""The COVID-19 Pandemic and the Estrangement of US-China Relations"" at https://t.co/lQYmTfkgga It's part of a special issue, which I encourage you to browse. With special thanks to Carla Freeman @sinocentric1 &amp; @MelGurtov https://t.co/WJkKcGZ5Dw",[],2020-10-17 19:48:12
"Los Angeles, CA","New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-17 19:48:03
"New York, NY","FUN FACT: 82% of Americans do NOT make MORE than $400,000 per year. Those are the ones whose taxes are meant to be raised, Ronna McDumbass.

Did COVID-19 break your math skills? https://t.co/LecM88Mv5R",[],2020-10-17 19:48:02
"Los Angeles, CA","Dr. Anthony Fauci tells @60Minutes COVID-19 numbers would have to ""get really, really bad"" before advocating national lockdown https://t.co/nS6GGx7MHr",[],2020-10-17 19:48:02
Chicago,"How are resilient #leaders understanding stakeholders’ shifting needs along the four dimensions (emotional, physical, financial, digital) in order to address those needs? Find out via @DeloitteInsight: https://t.co/6fkQEhkulh","[{'text': 'leaders', 'indices': [39, 47]}]",2020-10-17 19:47:53
"New York, NY",Covid-19 isn't going away anytime soon. Here's what you need to know to start work again.https://t.co/ImQOlNn5HQ,[],2020-10-17 19:47:50
 Greenwood Brooklyn New York,My sweet little 86 yo mom survived COVID-19 a few months ago and was thrilled to fill out her absentee ballot today and of course voted for #BidenHarris https://t.co/nGlmqsvZKm,[],2020-10-17 19:47:45
"New York, N.Y.","FUN FACT: 82% of Americans do NOT make MORE than $400,000 per year. Those are the ones whose taxes are meant to be raised, Ronna McDumbass.

Did COVID-19 break your math skills? https://t.co/LecM88Mv5R",[],2020-10-17 19:47:43
"San Francisco, CA","NY shuts down 10,000 person wedding as Cuomo reveals new COVID-19 plan https://t.co/qdQJ3V2qKr",[],2020-10-17 19:47:29
"New York, USA","congratulations to United States President Stupid J. Moron for bringing 15 cases of covid-19 all the way down to EIGHT MILLION. ace job there, you incompetent fuck",[],2020-10-17 19:47:21
"Chicago, IL","Remote Work Abroad During COVID-19 - The National Law Review
#barbados #remoteworkersvisaspandemic #unitedstates #pandemic #access #remotework
via https://t.co/0eGN8AzkQF
☛ https://t.co/dXjakzEl3t https://t.co/iVtIwfeWAT","[{'text': 'barbados', 'indices': [61, 70]}, {'text': 'remoteworkersvisaspandemic', 'indices': [71, 98]}, {'text': 'unitedstates', 'indices': [99, 112]}, {'text': 'pandemic', 'indices': [113, 122]}, {'text': 'access', 'indices': [123, 130]}, {'text': 'remotework', 'indices': [131, 142]}]",2020-10-17 19:47:21
"Miami, FL, USA","A 13-year-old girl who was exposed to COVID-19 during a large outbreak later spread the infection to 11 relatives during a family gathering, the CDC says. https://t.co/prXcceznVJ https://t.co/t6TxV2ei9D",[],2020-10-17 19:47:17
"Chicago, IL",New and trending - Covid-19 put the entire north European countries in forced quarantine after Italy was facing a terrible epidemic and France was having the first victims mid-March 2020. @LidiaAviles https://t.co/w2LQjhcVBb https://t.co/0EqGChsQQN,[],2020-10-17 19:47:06
"Los Angeles, CA","FUN FACT: 82% of Americans do NOT make MORE than $400,000 per year. Those are the ones whose taxes are meant to be raised, Ronna McDumbass.

Did COVID-19 break your math skills? https://t.co/LecM88Mv5R",[],2020-10-17 19:47:00
New York City,"We are excited to be partnering with @NewJerseyEDA and @TheSetrocGroup to get the word out about the newly released $70M Phase 3 COVID-19 Grant Program. Pre-registration begins on Monday, October 19th. Visit https://t.co/3zMAfACd26 to learn if you're eligible. #SmallBiz #WOSB https://t.co/VpdAhKAsAx",[],2020-10-17 19:46:46
Los Angeles,"SHOCKING: MN Sen &amp; Dr. @drscottjensen said that he received a 7 pg doc from @mnhealth to fill out death certificates with a diagnosis of #COVID-19 whether the person actually died from COVID-19 or not.  

Why is #MN inflating COVID-19 death numbers? https://t.co/llvHDoIMGH",[],2020-10-17 19:46:25
San Francisco Bay Area,Thank you 🇸🇳 President @Macky_Sall for sharing your thoughts on your strategy for a green #energy transition in #Senegal in the era of COVID-19. #GPIC2020 https://t.co/oCdLFPaOwW,"[{'text': 'energy', 'indices': [111, 118]}]",2020-10-17 19:46:22
"Los Angeles, CA",Denver Broncos running backs coach Curtis Modkins tests positive for Covid-19 (via AP) https://t.co/09wjLzwrEQ,[],2020-10-17 19:46:18
"Los Angeles, CA","Who decides when vaccine studies are done? Internal docs show Fauci plays key role--#coronavirus #CoronavirusPandemic #COVID #COVIDー19 #TrumpLiesAmericansDie #TrumpOwnsEveryDeath #GOPCorruptionOverCountry #GOPBetrayedAmerica #BidenHarris2020ToSaveAmerica

https://t.co/MH1SxErTMx","[{'text': 'coronavirus', 'indices': [84, 96]}, {'text': 'CoronavirusPandemic', 'indices': [97, 117]}, {'text': 'COVID', 'indices': [118, 124]}, {'text': 'COVIDー19', 'indices': [125, 134]}, {'text': 'TrumpLiesAmericansDie', 'indices': [135, 157]}, {'text': 'TrumpOwnsEveryDeath', 'indices': [158, 178]}, {'text': 'GOPCorruptionOverCountry', 'indices': [179, 204]}, {'text': 'GOPBetrayedAmerica', 'indices': [205, 224]}, {'text': 'BidenHarris2020ToSaveAmerica', 'indices': [225, 254]}]",2020-10-17 19:46:15
"San Francisco, CA, US","One of the symptoms of Covid-19 is fatigue, and it's not the kind that can be fixed with a nap.

Here's how one patient learned to live with it: https://t.co/h181AkdjG6",[],2020-10-17 19:46:10
Los Angeles,".@drscottjensen said they could be inflating COVID-19 deaths for fear.  

What if there is MONEY from the #CARESAct?
@Tore_says pulled this info from @KFF.  Thanks Tore.  

LINK 👇
https://t.co/DlS7uCnVag https://t.co/yVRRTGCtse","[{'text': 'CARESAct', 'indices': [124, 133]}]",2020-10-17 19:46:06
Upstate New York ,Why COVID-19 is disproportionately hurting working moms https://t.co/6e9aXm6Lir,[],2020-10-17 19:45:49
San Francisco,"The Minnesota Department of Health said it has so far traced 20 cases of Covid-19 back to a rally held by President Trump in Bemidji last month, or to related events https://t.co/tDu8ckZQQ8",[],2020-10-17 19:45:46
Los Angeles ,Even some supporters are disappointed that COVID-19 bout didn't humble Trump https://t.co/AvxcGBMzqh via @Yahoo he didn’t even have it. He is just a con crook and a 🤥,[],2020-10-17 19:45:42
"Los Angeles, CA","FUN FACT: 82% of Americans do NOT make MORE than $400,000 per year. Those are the ones whose taxes are meant to be raised, Ronna McDumbass.

Did COVID-19 break your math skills? https://t.co/LecM88Mv5R",[],2020-10-17 19:45:37
new york ny,"A divided world has flunked the COVID-19 test, said U.N. Secretary-General Guterres, who warned that the virus could push millions of people into poverty and hunger unless coordinated action were taken https://t.co/HKW6vZhk7B https://t.co/0VFo1kKCWf",[],2020-10-17 19:45:35
"New York, USA","Gov Cuomo plans new, targeted approach to stem Covid-19 spread 

""The whole statewide strategy is working,"" he said.

https://t.co/CLwHQ9i6kx via @TheBuffaloNews",[],2020-10-17 19:45:27
"New York, NY","""We cannot afford another four years of this chaos… COVID-19 has only illuminated the vast disparities that impact our tribal communities."" –Brian Melendez, chair of the Nevada Statewide Native American Caucus https://t.co/kZIJ6DrjhX",[],2020-10-17 19:45:24
Los Angeles,"#SocialDistancing makes having #sex super challenging, but we solve the riddle: https://t.co/XVBFvEOSCd How are you dealing? Find your pleasure #PillowTalkTV  uncensored #comedy Fridays!  is real!","[{'text': 'SocialDistancing', 'indices': [0, 17]}, {'text': 'sex', 'indices': [31, 35]}, {'text': 'PillowTalkTV', 'indices': [144, 157]}, {'text': 'comedy', 'indices': [170, 177]}]",2020-10-17 19:45:06
New York City,"Give us a call! Our COVID-19 hotline is OPEN seven days a week from 9AM to 9PM. You can get your COVID-19 related questions answered by the experts. 

📞 212-COVID19 https://t.co/cYCIfBjTLw",[],2020-10-17 19:45:00
"New York, NY ( Dyckman St. )","🧔🏻 Since mask-wearing began, many of us have developed the ability to say “Thank You” using only our eyes, as well as a few other phrases that end in “You” 🙎🏻‍♂️ #New #Quarantine #Skills #Multitalented #Individual https://t.co/N81V97xs5h","[{'text': 'New', 'indices': [162, 166]}, {'text': 'Quarantine', 'indices': [167, 178]}, {'text': 'Skills', 'indices': [179, 186]}, {'text': 'Multitalented', 'indices': [187, 201]}, {'text': 'Individual', 'indices': [202, 213]}]",2020-10-17 19:44:43
San Francisco,"New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-17 19:44:41
"New York, New York","Gov Cuomo plans new, targeted approach to stem Covid-19 spread 

""The whole statewide strategy is working,"" he said.

https://t.co/CLwHQ9i6kx via @TheBuffaloNews",[],2020-10-17 19:44:40
chicago ,"In case anyone is still questioning how dangerous Covid-19 is on the elderly, in 8 days I lost both my stepdad and grandmother.",[],2020-10-17 19:44:34
"New York, NY","Gov Cuomo plans new, targeted approach to stem Covid-19 spread 

""The whole statewide strategy is working,"" he said.

https://t.co/CLwHQ9i6kx via @TheBuffaloNews",[],2020-10-17 19:44:32
"New York, USA",.⁦@JoeBiden⁩ hits Donald Trump on COVID-19 response ahead of the president's Janesville rally https://t.co/BJVemkCc9V via ⁦@BillGlauber⁩,[],2020-10-17 19:44:31
"New York, USA","""We cannot afford another four years of this chaos… COVID-19 has only illuminated the vast disparities that impact our tribal communities."" –Brian Melendez, chair of the Nevada Statewide Native American Caucus https://t.co/kZIJ6DrjhX",[],2020-10-17 19:44:31
"Los Angeles, CA",COVID-19 Pandemic and Protests re Floyd Murder (10-17-2020) https://t.co/DKl7mX4JBA,[],2020-10-17 19:44:29
"Miami, FL","According to the Florida Department of Health these are the schools in Miami-Dade with reports of COVID-19:
-Alexander school, Inc.
-Arcola Lake Elementary School
-Atlantis Academy
-Barbara Goleman Senior High
-Belen Jesuit Preparatory School
-Beyond Expectations Academy",[],2020-10-17 19:44:22
Los Angeles,"As you can see there is no COVID-19 vaccine available BEFORE the election. Another one of Trump’s 20,000 lies blows up in his face. 🤥 💣",[],2020-10-17 19:44:19
"New York, NY","Nigerian protesters have hit the streets for eight consecutive days to call for police reform and an end to police brutality. 

Since COVID-19 lockdowns began in the country in April, more Nigerians have died from security forces than by the virus. https://t.co/K7WbwmFa3W",[],2020-10-17 19:44:07
Chicago,"Atlas, Paul Mislead on Preexisting COVID-19 ‘Immunity’ https://t.co/3GheubLUWR via @factcheckdotorg",[],2020-10-17 19:44:01
Boston and San Francisco,"New resource alert: The AHA has compiled a professionally vetted bibliography of historians’ responses to COVID-19, to benefit the public, teachers, and scholars seeking historical perspectives on the current crisis. Read it &amp; submit additional links here: https://t.co/RhyWXWSjMG",[],2020-10-17 19:43:58
"Los Angeles, CA",VILLAINS AGAINST COVID-19 https://t.co/oOt26NbBlK,[],2020-10-17 19:43:39
Los Angeles,'Close to 100% accuracy': Helsinki airport uses sniffer dogs to detect Covid https://t.co/UbqA0tf8zq,[],2020-10-17 19:43:39
"San Francisco, CA",Trump: Pelosi Has ‘A Lot of Mental Problems’ When Discussing COVID-19 Relief (VIDEO) https://t.co/iZ6Oi34QPP,[],2020-10-17 19:43:38
"Los Angeles, CA",A 25-year-old Nevada man got COVID-19 twice. Here's what we know—and don't know—about reinfection https://t.co/vquwpbwcPc,[],2020-10-17 19:43:32
New York City,"A little BTS moment from the ""La Rona"" music video! Watch it now if you haven't already: https://t.co/u4y2wmg4TY #larona #COVID19 #Covid_19 #coronavirus #Corona #NewMusicFriday #YouTube #music #synthpop https://t.co/oyZGvZG93M","[{'text': 'larona', 'indices': [113, 120]}, {'text': 'COVID19', 'indices': [121, 129]}, {'text': 'Covid_19', 'indices': [130, 139]}, {'text': 'coronavirus', 'indices': [140, 152]}, {'text': 'Corona', 'indices': [153, 160]}, {'text': 'NewMusicFriday', 'indices': [161, 176]}, {'text': 'YouTube', 'indices': [177, 185]}, {'text': 'music', 'indices': [186, 192]}, {'text': 'synthpop', 'indices': [193, 202]}]",2020-10-17 19:43:18
"Los Angeles, CA","A divided world has flunked the COVID-19 test, said U.N. Secretary-General Guterres, who warned that the virus could push millions of people into poverty and hunger unless coordinated action were taken https://t.co/HKW6vZhk7B https://t.co/0VFo1kKCWf",[],2020-10-17 19:43:12
"New Rochelle, New York","More than 1,000 current and former officers of an elite disease-fighting program at the U.S. Centers for Disease Control and Prevention have signed an open letter expressing dismay at the nation’s public-health response to the #Covid19 pandemic. @CDCgov  https://t.co/n67RTsHERG",[],2020-10-17 19:43:04
"Miami, FL, USA","New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-17 19:42:54
New York,"""Nobody really has answers for them""--docs seek treatments for covid-19 'long-haulers' with so little information to guide them. https://t.co/O6g3PayTrI",[],2020-10-17 19:42:41
"Los Angeles, CA","""More than 865,000 women dropped out of the workforce in September alone,deepening what’s being described as the nation’s first female recession. And a new survey of more than 700 working moms has found that nearly 3 out of 4 of them believe COVID-19 has stunted their careers."" https://t.co/yxby4uuc7J",[],2020-10-17 19:42:40
"7363 N. Greenview, Chicago, IL",Rogers Park Branch: A Look at Library Operations Amidst COVID-19 Pandemic https://t.co/fseKVv0CdZ,[],2020-10-17 19:42:31
"New York, New York","""Empathy will be important as we get ready to go through what’s going to be a contentious November, with the election, the beginning of a holiday time period like no other, our country’s state of racial unrest and Covid-19."" https://t.co/z20EF0cyUH",[],2020-10-17 20:07:55
"NEW YORK, NEW YORK","#KnowYourRights on how to protect you and your family from eviction.

Visit https://t.co/aEAdn1LMRH for more information.","[{'text': 'KnowYourRights', 'indices': [12, 27]}]",2020-10-17 20:07:53
"Miami, Florida","First it was a #Helix lab dump's fault. Then it was a tech error that doesn't exist. Now the truth comes out: They're going to gradually stop reporting.

That was always the end-game.

#DataLiars #FloridaCOVID

#Florida to Scale Back #COVID19 #Reports https://t.co/2u0k3GB88t","[{'text': 'Helix', 'indices': [31, 37]}]",2020-10-17 20:07:52
San Francisco,"Whether over-the-counter supplements can actually prevent, or even treat, COVID-19, isn’t clear. https://t.co/PnP8iexKIU",[],2020-10-17 20:07:33
New York City,"""Empathy will be important as we get ready to go through what’s going to be a contentious November, with the election, the beginning of a holiday time period like no other, our country’s state of racial unrest and Covid-19."" https://t.co/z20EF0cyUH",[],2020-10-17 20:07:08
"New York, NY",Inside the Fall of the #CDC https://t.co/9ntZqyHL7L https://t.co/Cpqi7M9qAa,"[{'text': 'CDC', 'indices': [23, 27]}]",2020-10-17 20:07:02
"New York, New York",Supporting multicultural communities during Covid-19 https://t.co/9BhAfBO3j2,[],2020-10-17 20:07:02
"Uptown, Chicago📍","Bama’s team doctor testing for COVID-19 right before a big SEC game

 https://t.co/msNj2vO4D7 https://t.co/Rf4gbEynOx",[],2020-10-17 20:07:02
"Chicago, IL","It's possible that beneficial bacteria in your gut can play a role in COVID-19, @NutraUSA reports. Learn more here. #immunity https://t.co/AnotNHrNH8","[{'text': 'immunity', 'indices': [116, 125]}]",2020-10-17 20:07:01
"New York, NY","Dr. Anthony Fauci tells @60Minutes COVID-19 numbers would have to ""get really, really bad"" before advocating national lockdown https://t.co/nS6GGx7MHr",[],2020-10-17 20:06:59
"Chicago, IL","""For a long time the good that drones can do has flown under our collective radar.""

Read @ASollowayUK's piece in the @Telegraph about our latest project with @Apianaero - using drones powered by space technology in the fight against Covid-19.

👉 https://t.co/OcsDgiktdN",[],2020-10-17 20:06:58
"Miami, FL",Awesome video coming tomorrow with @CremonaDario about his experience returning to cruising in the era of COVID-19 with @CostaCruises and @MSCCruisesUSA! Can’t wait to share this with all the anxious cruisers here in the US! #cruise #cruising https://t.co/CsxgkYuJLY,"[{'text': 'cruise', 'indices': [225, 232]}, {'text': 'cruising', 'indices': [233, 242]}]",2020-10-17 20:06:23
"Los Angeles, CA ","1980-2020
Billionaire wealth: up 1,130%
Median wealth: up 5%
Billionaire taxes: down 78%
Median taxes: down 0%

2020 pandemic:
Billionaire wealth: up 29%
Median wealth: up 0%

Normal times, recessions, economic booms - the system always works as intended
https://t.co/iLCpwjs2S8",[],2020-10-17 20:06:15
"Miami Beach, Florida","Another 16,171 cases of COVID-19 have been confirmed in the UK, with 150 more people having died  https://t.co/tosbsB22Zl",[],2020-10-17 20:06:05
"New York, USA","Call it the '90 per cent economy'. Post-pandemic, it will never be the same: Under the best-case scenarios, where a COVID-19 vaccine becomes quickly available and pandemic restrictions ease, it will be some time before ... https://t.co/V6xhT3rDgw",[],2020-10-17 20:06:03
"New York, NY","A decline in mammograms and other screening procedures amid the pandemic is leading to missed and delayed cancer diagnoses, data showed https://t.co/aMyLYSlLDy",[],2020-10-17 20:06:02
"Chicago-ish, IL","Bama’s team doctor testing for COVID-19 right before a big SEC game

 https://t.co/msNj2vO4D7 https://t.co/Rf4gbEynOx",[],2020-10-17 20:06:02
New York State,"8 million Americans have contracted COVID-19. The numbers are climbing at an alarming rate. And Donald Trump, Mike Pence, and Mitch McConnell still don’t have a plan. https://t.co/ZzRpcDG64P",[],2020-10-17 20:05:48
"Los Angeles, CA","More than 8 million Americans have been infected with COVID-19. 

Every single one now has a pre-existing condition.

Instead of stealing another Supreme Court seat to take away our healthcare.

Senate Republicans should be working to crush the virus.

Pass. The. Heroes. Act.",[],2020-10-17 20:05:47
"New York, USA",@GOP @realDonaldTrump The same guy who has constantly hinted a lot of seniors are going to die of Covid-19 and its ok?,[],2020-10-17 20:05:46
New York ,COVID-19 will probably become endemic – here’s what that means https://t.co/31SkD1TrOl #SmartNews,"[{'text': 'SmartNews', 'indices': [87, 97]}]",2020-10-17 20:05:41
"Los Angeles, CA",Breast Cancer Assistance Program (BCAP). To provide financial support to breast cancer survivors impacted by the COVID-19 Pandemic and also pays for mammograms for underserved women who cannot afford to pay for a mammogram or that do not have health insurance. ⁣⁣,[],2020-10-17 20:05:21
South San Francisco,"CDC: Wear masks, they're better at stopping #coronavirus than #vaccines
@FSAstore: You need a letter of medical necessity to get reimbursed for buying them
 @WageWorks: The cost of face masks isn't covered by FSA accounts.
    No wonder America can't stop #Covid19","[{'text': 'coronavirus', 'indices': [64, 76]}, {'text': 'vaccines', 'indices': [82, 91]}]",2020-10-17 20:04:53
"Miami, FL","Senator McConnell says the Senate will vote Tuesday on a Paycheck Protection Plan funding bill and Wednesday on the $500 billion COVID-19 aid package. 

#2MillionStrong https://t.co/LEpo3HM1af","[{'text': '2MillionStrong', 'indices': [153, 168]}]",2020-10-17 20:04:52
T&T/NYC/Miami,"Health Ministry's COVID-19 update:
* 40 more people have tested positive 

* Active cases - 1,602

* Total deaths - 95

#TrinidadandTobago https://t.co/oY8IuyBJJe","[{'text': 'TrinidadandTobago', 'indices': [120, 138]}]",2020-10-17 20:04:49
"Chicago, Il",@2Cool2BIog COVID-19: https://t.co/nPzrnx8y4N,[],2020-10-17 20:04:49
"San Francisco, CA",This might be one of the biggest breakthroughs of the coronavirus pandemic https://t.co/j4Gn8T9jG1,[],2020-10-17 20:04:33
New York,"Prime Minister Jacinda Ardern's centre-left Labour Party won a landslide victory in New Zealand's general election as voters rewarded her for a decisive response to COVID-19.
#newzealandelection

https://t.co/k0oKeGoWaS",[],2020-10-17 20:04:32
"Chicago, IL","It’s crazy to me how folks still talk about Covid-19 as if it’s just a small cough that will go away. This shit is serious. I’ve seen how it effects people. Wear your fucking masks. Wash your hands and if you’re sick, for the love of God, STAY HOME.",[],2020-10-17 20:04:29
Chicago,"Bama’s team doctor testing for COVID-19 right before a big SEC game

 https://t.co/msNj2vO4D7 https://t.co/Rf4gbEynOx",[],2020-10-17 20:04:22
San Francisco,"Linda Brinen Stout started making cloth face masks as a way to give back to the community and help slow the spread of COVID-19. Her masks are made available to the Canal community during the Food Pantry every Tuesday morning.

Read more here: https://t.co/cSyX0qeiFD",[],2020-10-17 20:04:19
"New York, USA","Iran: #CoronaVirusUpdate , The People’s Mojahedin Organization of Iran (PMOI / #MEK) announced this afternoon, October 17, 2020, that #Coronavirus has taken the lives of more than 125,500 in 458 cities across #Iran.  #COVID__19  https://t.co/YwY3beqDGg","[{'text': 'CoronaVirusUpdate', 'indices': [23, 41]}, {'text': 'MEK', 'indices': [96, 100]}]",2020-10-17 20:04:19
"Chicago, IL","The risk of COVID-19 exposure onboard an aircraft is “virtually non-existent,” according to a new study by Boeing, United Airlines and the Department of Defense. https://t.co/9RjumOhVh8 https://t.co/YDuc0eXFMm",[],2020-10-17 20:04:18
"Highland Park, Los Angeles","New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-17 20:04:03
"New York, NY","A new study led by the Department of Defense and United Airlines found the risk of COVID-19 exposure on a plane ""virtually non-existent"" when passengers are masked. By @GioBenitez and @SweeneyABC via @abcnews.
https://t.co/WnCJSVYsC7",[],2020-10-17 20:04:01
"Los Angeles, CA","Telling my kids I survived 3 global pandemics...

Swine Flu
Ebola
COVID-19",[],2020-10-17 20:03:39
"Miami, FL",14-year-old Texas student awarded over $20K for developing a potential cure for COVID-19. https://t.co/ZJw8JDOGYc,[],2020-10-17 20:03:37
"Chicago,IL","Vasiliy Lomachenko, Teofimo Lopez &amp; the other 12 fighters scheduled to box Saturday night passed their final COVID-19 tests. Loma-Lopez is on!!! #LomaLopez",[],2020-10-17 20:03:30
"Los Angeles, California USA","An elderly Dutch woman has become the first known person to die after catching Covid-19 twice, according to experts, raising serious questions about how long immunity and antibodies can last https://t.co/4B9mnivGIA",[],2020-10-17 20:03:26
"Uptown, Chicago","Next Wednesday we will welcome experts @MazzucatoM and @economistmeg for a discussion about the role of inclusive growth, the state, and the private sector in this current COVID-19 crisis. Register here:
https://t.co/m2tpt2AqZe",[],2020-10-17 20:03:26
"Westwood, Los Angeles","Protests from Armenian Bruins. A new campuswide slack. The continued impact of COVID-19. 

@DailyBruinQuad breaks down This Week in the News with some of the week's top stories – and how they're affecting the campus community. https://t.co/45wagwup53",[],2020-10-17 20:03:19
